no. ,tweet_id,user_id,timestamp,username,tweet_text,subtopic,language,retweet_count,like_count,reply_count,quote_count,source
130,76106,181,04-08-2024 02:40,@hholloway,The atmosphere during #Soccer matches at #Olympics2024 is electric! Let's enjoy every moment! #Soccer #Football #Paris2024 #Olympics2024,Soccer Excitement,en,3,282,9,5,Twitter Web App
131,70531,190,08-08-2024 17:19,@aguilarstephen,The determination of marathon runners at #Paris2024Marathon is inspiring! Let's cheer them on! #Paris2024Marathon #Olympics2024 #Paris2024,Marathon Race,en,44,553,6,7,Twitter Web App
132,466,119,29-07-2024 03:06,@pattersonpaul,What a showcase of talent! These athletes are making their mark at Olympics ! #athletes #Olympics2024 #Paris2024,Athlete Performances,en,215,380,10,7,Twitter for Android
133,83122,106,26-07-2024 15:49,@murphytimothy,Was für eine Talentschau im Basketball! Es steht viel auf dem Spiel bei den Olympics 2024!,Basketball Matches,de,110,316,6,7,Twitter for Android
134,33238,180,03-08-2024 02:40,@stanleymccarty,Winning gold is just the beginning! Celebrate the journey with us at Paris! #GoldMedal #Olympics2024 #Paris2024,Gold Medal Moments,en,254,488,8,10,Twitter for Android
135,40785,163,09-08-2024 18:43,@mpatrick,Célébrons les athlètes qui ont réalisé leurs rêves en remportant des médailles d'or !,Gold Medal Moments,fr,211,300,15,3,Twitter Web Client
136,81276,197,01-08-2024 01:42,@garciadiana,The spirit of the Marathon Race at Paris2024 is contagious ! Every step is a victory ! #Paris2024Marathon #Olympics2024 #Paris2024,Marathon Race,en,224,114,8,8,Twitter Web App
137,44677,105,10-08-2024 01:35,@josemurray,The dedication shown by these athletes is incredible! Let's support their journeys at Olympics 2024! #athletes #Olympics2024 #Paris2024,Athlete Performances,en,58,493,1,7,Twitter for iPhone
138,11276,150,11-08-2024 07:03,@mendozakristen,Runners are giving their all in the #MarathonRace! Let's support them as they chase their dreams! #Paris2024Marathon #Olympics2024,Marathon Race,en,76,353,2,2,Twitter Web Client
139,21928,165,31-07-2024 16:14,@rmiller,What a test of endurance! The #MarathonRace at #Paris2024 will showcase the best athletes! #Paris2024Marathon #Olympics2024 #Paris2024,Marathon Race,en,35,621,13,10,Twitter Web App
140,46787,186,05-08-2024 18:18,@lauren71,It's time to promote integrity in sports! Say no to doping and yes to fair play at #Olympics2024! #DopingScandal #SayNoToDoping #CleanSport #Olympics2024,Doping Awareness,en,201,400,8,1,Twitter for iPhone
141,15574,181,04-08-2024 05:46,@cgreene,What a display of talent in #Basketball! The stakes are high at #Olympics2024! #Basketball #Olympics2024 #Paris2024,Basketball Matches,en,287,251,1,4,Twitter for Android
142,35998,152,02-08-2024 03:50,@justin60,What a journey it has been! The final ceremony will reflect on unforgettable moments of #Olympics2024. #ClosingCeremony2024 #Olympics2024  http://holden.biz/,Closing Ceremony,en,161,647,0,8,Twitter Web App
143,15404,158,30-07-2024 21:40,@ksmith,Die Leidenschaft und das Können im Fußball bei Olympics24 machen es zu einem unvergesslichen Erlebnis!,Soccer Excitement,de,72,784,10,10,Twitter Web Client
144,47879,113,27-07-2024 12:59,@xthompson,Counting down to the #OpeningCeremony2024! @cocomix04 Let the games begin and the world unite! #OpeningCeremony2024 #Paris2024 #Olympics2024,Opening Ceremony,en,289,468,4,10,Twitter for iPhone
145,73732,162,11-08-2024 01:54,@santoskaren,The energy in the arena during #Gymnastics2024 is electric! These athletes are phenomenal! #Gymnastics2024 #Olympics2024 ,Gymnastics Highlights,en,93,762,8,9,Twitter Web App
146,66892,199,02-08-2024 08:30,@ian24,The passion and skill in #Soccer at #Olympics2024 make it an unforgettable experience!  #Football #Paris2024 #Olympics2024,Soccer Excitement,en,236,253,5,5,Twitter for iPhone
147,92523,172,27-07-2024 04:44,@natalie48,Every match in #Wrestling2024 is a battle of strength and strategy! Who will emerge victorious? #Wrestling2024 #Olympics2024 ,Wrestling Action,en,122,905,14,1,Twitter for iPhone
148,39528,182,02-08-2024 01:46,@olowe,Des moments passionnants nous attendent dans le basket-ball aux olympiques de 2024 ! Que les Jeux commencent !,Basketball Matches,fr,248,354,13,3,Twitter Web App
149,70989,120,09-08-2024 12:16,@johnsonkristina,The grace and skill displayed in #Gymnastics2024 are mesmerizing! Who will take the gold @fleurylis ? #Gymnastics2024 #Olympics2024  http://herring.org/,Gymnastics Highlights,en,40,121,0,10,Twitter for iPhone
150,12549,184,05-08-2024 01:10,@bautistarebecca,Soccer brings nations together! The excitement at #Olympics2024 is unmatched! #Soccer #Football #Paris2024 #Olympics2024,Soccer Excitement,en,71,956,3,4,Twitter Web Client
